,AcresBurned,ArchiveYear,Counties,Extinguished,Location,Name,Started,Severity
946,28,2017,Del Norte,2018-01-09T11:08:00Z,"in Tolowa Dunes State Park, 3 miles west of Smith River (Del Norte County)",Shore Fire,2017-06-26T21:30:00Z,6.83E-05
947,28,2017,Riverside,2018-01-09T10:33:00Z,Hansen Avenue and Nuevo Road in Nuevo,Nuevo Fire,2017-06-15T15:51:00Z,6.83E-05
948,27,2017,Modoc,2018-01-09T12:48:00Z,"off Highway 395 and County Road 118, 16 miles north of Alturas.",4-10 Fire,2017-08-30T14:50:00Z,6.58E-05
949,27,2017,Riverside,2018-01-09T10:24:00Z,Off Soboba Road in San Jacinto,Vernon Fire,2017-06-03T12:09:00Z,6.58E-05
950,26,2017,Yuba,2018-01-09T13:25:00Z,"Jasper lane and Levee road, 1 mile NE of Wheatland",Jasper Fire,2017-09-26T15:20:00Z,6.34E-05
951,26,2017,Riverside,2018-01-09T10:59:00Z,State Highway 74 near Trellis Lane,Trellis Fire,2017-06-18T16:03:00Z,6.34E-05
952,26,2017,Riverside,2018-01-09T10:23:00Z,"Fairview Road & Old Morongo Road, west of Desert Hot Springs ",Fairview Fire,2017-06-01T16:12:00Z,6.34E-05
953,25,2017,San Diego,2018-01-09T13:40:00Z,"at Wilson Road, east of San Felipe",Wilson Fire,2017-10-15T14:05:00Z,6.09E-05
954,25,2017,San Luis Obispo,2018-01-09T13:23:00Z,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",Cove Fire,2017-09-23T15:40:00Z,6.09E-05
955,25,2017,San Diego,2018-01-09T13:19:00Z,1 mile west of Tecate Port Of Entry in Potrero,Border 9 Fire,2017-09-07T15:41:00Z,6.09E-05
956,25,2017,Shasta,2018-01-09T12:49:00Z,"Oak Run Road and Hopper Lane, Oak Run",Hopper Fire,2017-09-01T11:21:00Z,6.09E-05
957,25,2017,San Diego,2018-01-09T11:09:00Z,"off Sloane Canyon Road at Dehesa Road, east of El Cajon",Sloane Fire,2017-06-27T09:38:00Z,6.09E-05
958,25,2017,Madera,2018-01-09T10:35:00Z,"Road 400 and Road 33, 7 miles east of Madera ",Road Fire,2017-06-18T14:04:00Z,6.09E-05
959,25,2017,Los Angeles,2018-01-09T10:24:00Z,"I-5, North of Lake Hughes Rd, Community of Cataic ",5 Fire,2017-06-03T15:39:00Z,6.09E-05
960,25,2017,San Diego,2018-01-09T10:10:00Z,"Off of Ribbonwood Road and Interstate 8, east of El Cajon",Ribbonwood Fire,2017-05-24T15:30:00Z,6.09E-05
961,23,2017,Riverside,2018-01-09T13:32:00Z,"De Portola Road east of Pauba Road, Temecula",Portola Fire,2017-10-10T14:57:00Z,5.61E-05
962,22,2017,Alameda,2018-01-09T13:25:00Z,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",Edwards Fire,2017-09-26T12:22:00Z,5.36E-05
963,22,2017,Calaveras,2018-01-09T11:44:00Z,"off Gold Strike Road and Cemetery Lane, San Andreas",Gold Fire,2017-07-05T16:56:00Z,5.36E-05
964,22,2017,Napa,2018-01-09T10:31:00Z,"Knoxville Rd and Eastside Rd, north end of Lake Berryessa ",Refuge Fire,2017-06-13T10:18:00Z,5.36E-05
965,21,2017,San Luis Obispo,2018-01-09T13:42:00Z,"Off Soda Lake Rd, Carrizo Plains area ",Soda Fire,2017-10-20T12:13:00Z,5.12E-05
966,21,2017,Lake,2018-01-09T13:19:00Z,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",Mule Fire,2017-09-05T14:55:00Z,5.12E-05
967,21,2017,Tulare,2018-01-09T11:44:00Z,"Globe Dr, Springville",Globe Fire,2017-07-05T08:24:00Z,5.12E-05
968,21,2017,Butte,2018-01-09T11:00:00Z,"off of Hwy 99 & Schlaf Dr, east of Lake Oroville ",Highway Fire,2017-06-22T09:49:00Z,5.12E-05
969,21,2017,Shasta,2018-01-09T10:32:00Z,"Platina Road, 12 Miles West of Ono",Platina Fire,2017-06-13T12:47:00Z,5.12E-05
970,21,2017,San Benito,2018-01-09T10:07:00Z,"Bitterwater Rd X Hwy 25, east of King City",Bitterwater Fire,2017-05-22T04:50:00Z,5.12E-05
971,20,2017,Humboldt,2018-01-09T13:30:00Z,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",Blue Fire,2017-10-08T16:40:00Z,4.88E-05
972,20,2017,Sonoma,2018-01-09T13:30:00Z,"Fort Ross Rd and Hwy 1, north of Jenner",Fort Fire,2017-10-07T20:00:00Z,4.88E-05
973,20,2017,Tehama,2018-01-09T13:29:00Z,"off Hwy 36W and Monroe St., West Red Bluff",36 Fire,2017-10-03T16:22:00Z,4.88E-05
974,20,2017,Tuolumne,2018-01-09T12:16:00Z,"Off Merced Falls Rd, northwest of Lake McClure ",Falls Fire,2017-08-01T16:33:00Z,4.88E-05
975,20,2017,San Bernardino,2018-01-09T12:03:00Z,"off Piedmont Drive and Seine Avenue, Highland",Seine Fire,2017-07-22T15:49:00Z,4.88E-05
976,20,2017,Mendocino,2018-01-09T11:58:00Z,"on Cow Mountain, west of Ukiah ",Range Fire,2017-07-17T12:37:00Z,4.88E-05
977,20,2017,Riverside,2018-01-09T10:32:00Z,"off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga",Reed Fire,2017-06-13T17:21:00Z,4.88E-05
978,20,2017,Contra Costa,2018-01-09T10:26:00Z,"Hwy 24, Orinda  ",Fish Fire,2017-06-05T13:17:00Z,4.88E-05
979,20,2017,Kings,2018-01-09T10:04:00Z,"off of Hwy 41 & I-5, south of Kettleman City",City Fire,2017-05-18T12:54:00Z,4.88E-05
980,20,2017,Monterey,2018-01-09T09:56:00Z,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",Nacimiento Fire,2017-05-14T12:00:00Z,4.88E-05
981,19,2017,Riverside,2018-01-09T13:49:00Z,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",Longhorn Fire,2017-12-13T15:27:00Z,4.63E-05
982,19,2017,Nevada,2018-01-09T13:33:00Z,"off Wolf Road and Garden Bar Rd, northwest of Higgins Corner",Garden Fire,2017-10-10T12:30:00Z,4.63E-05
983,19,2017,Riverside,2018-01-09T12:38:00Z,Nuevo Road and Montgomery Road,Nuevo Fire,2017-08-13T13:34:00Z,4.63E-05
984,19,2017,Humboldt,2018-01-09T12:16:00Z,"Swayback Ridge, 5 southwest of Mad River",Sway Fire,2017-08-01T10:23:00Z,4.63E-05
985,19,2017,Stanislaus,2018-01-09T12:01:00Z,10 miles east of Oakdale,Willms Fire,2017-07-18T22:39:00Z,4.63E-05
986,19,2017,Siskiyou,2018-01-09T11:08:00Z,off Campus Dr. and Moonlit Oaks Ave. in Yreka ,King Fire,2017-06-26T12:30:00Z,4.63E-05
987,19,2017,Kern,2018-01-09T09:54:00Z,"Fay Ranch Rd, northeast of Lake Isabella",Fay Fire,2017-05-01T12:44:00Z,4.63E-05
988,18,2017,Sonoma,2018-01-09T12:45:00Z,"Bodega Ave and Nosecchi Rd., east of Petaluma",Bodega Fire,2017-08-27T13:30:00Z,4.39E-05
989,18,2017,Butte,2018-01-09T11:43:00Z,"Off Lakeland Blvd & Feather River, east of Oroville ",Lakeland Fire,2017-07-04T15:45:00Z,4.39E-05
990,18,2017,Fresno,2018-01-09T10:21:00Z,off Panoche Rd. 4 miles W of I-5 (Fresno County). ,Panoche Fire,2017-05-28T16:16:00Z,4.39E-05
991,18,2017,Monterey,2018-01-09T09:58:00Z,"off of Hwy 198 and Pine Valley Road, southwest of King City",Pine Fire,2017-05-16T16:10:00Z,4.39E-05
992,17,2017,Mariposa,2018-01-09T13:29:00Z,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",Ramblin Fire,2017-10-03T11:44:00Z,4.14E-05
993,17,2017,Shasta,2018-01-09T12:42:00Z,HWY 299 just south of HWY 89 near Cassel,Corner Fire,2017-08-17T14:15:00Z,4.14E-05
994,17,2017,Shasta,2018-01-09T12:12:00Z,"Blue Sky Road, east of Bella Vista ",Sky Fire,2017-07-29T17:29:00Z,4.14E-05
995,17,2017,San Luis Obispo,2018-01-09T10:06:00Z,"off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero",Rocky Fire,2017-05-20T13:11:00Z,4.14E-05
996,17,2017,Monterey,2018-01-09T09:59:00Z,"Lonoak Road and Airline Road, east of King City",Lonoak Fire,2017-05-17T15:18:00Z,4.14E-05
997,17,2017,Riverside,2018-01-09T09:56:00Z,"Highway 79, south of Dump Road, Beaumont",Canyon Fire,2017-05-14T12:51:00Z,4.14E-05
998,16,2017,Kern,2018-01-09T10:23:00Z,4 miles south of Buttonwillow ,Elk Fire,2017-06-02T18:55:00Z,3.90E-05
999,16,2017,San Bernardino,2018-01-09T10:22:00Z,"Big Morongo Canyon Preserve, Morongo Valley",Matz Fire,2017-05-29T01:20:00Z,3.90E-05
1000,16,2017,Fresno,2018-01-09T10:17:00Z,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",Rusty Fire,2017-05-28T07:49:00Z,3.90E-05
1001,15,2017,Tehama,2018-01-09T12:31:00Z,Round Valley Rd and Paskenta Rd in Paskenta ,Paskenta Fire ,2017-08-10T17:24:00Z,3.66E-05
1002,15,2017,Nevada,2018-01-09T12:06:00Z,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",Greenhorn Fire,2017-07-27T14:49:00Z,3.66E-05
1003,15,2017,Modoc,2018-01-09T11:58:00Z,"County Road 60 and 54, Alturas",Centerville Fire,2017-07-17T13:38:00Z,3.66E-05
1004,15,2017,Monterey,2018-01-09T11:10:00Z,Alvarado Rd and Wunpost in the community of Bradley,Alvarado Fire,2017-06-28T09:30:00Z,3.66E-05
1005,15,2017,Calaveras,2018-01-09T10:21:00Z,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",Lombardi Fire,2017-05-28T15:30:00Z,3.66E-05
1006,15,2017,Riverside,2018-01-09T09:50:00Z,Avenue 66 and Hwy 111 near community of Mecca,66 Fire,2017-04-13T02:30:00Z,3.66E-05
1007,14,2017,Santa Barbara,2018-01-09T13:49:00Z,"off Drum Canyon Rd, south of Los Alamos",Drum Fire,2017-12-16T12:21:00Z,3.41E-05
1008,14,2017,Santa Barbara,2018-01-09T13:49:00Z,"off the 3500 Block of Highway 1, south east of Lompoc",Coast Fire,2017-12-14T12:59:00Z,3.41E-05
1009,14,2017,Butte,2018-01-09T11:17:00Z,"off Desabla Powerhouse Rd and Humbug Rd, Desabla",Desabla Fire,2017-07-02T13:43:00Z,3.41E-05
1010,14,2017,Monterey,2018-01-09T10:29:00Z,"Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield",Hog Fire,2017-06-09T16:15:00Z,3.41E-05
1011,14,2017,Riverside,2018-01-09T10:05:00Z,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",Moraga Fire,2017-05-18T17:25:00Z,3.41E-05
1012,13,2017,Stanislaus,2018-01-09T13:41:00Z,off Milton Road and Sonora Road north of Woodward Reservoir Park,Milton Fire,2017-10-18T12:53:00Z,3.17E-05
1013,13,2017,El Dorado,2018-01-09T12:06:00Z,"Woodland Court, Community of Oak Hill",Woodland Fire,2017-07-25T14:13:00Z,3.17E-05
1014,13,2017,El Dorado,2018-01-09T11:53:00Z,"off Rosado Rd, El Dorado Hills ",Rosado Fire,2017-07-12T13:51:00Z,3.17E-05
1015,13,2017,San Bernardino,2018-01-09T11:42:00Z,"Off Hwy 138 & Sawpit Canyon Rd, southwest of Silverwood Lake",Silver Fire,2017-07-04T13:15:00Z,3.17E-05
1016,12,2017,Butte,2018-01-09T13:21:00Z,"off Pacific Heights Road, west of Palermo",Pacific Fire,2017-09-12T17:24:00Z,2.93E-05
1017,12,2017,San Diego,2018-01-09T10:25:00Z,"off of Dehesa Rd and Sloane Canyon Rd, Dehesa",Dehesa Fire,2017-06-04T11:04:00Z,2.93E-05
1018,12,2017,San Luis Obispo,2018-01-09T09:55:00Z,"Off Lucy Brown Rd, in Shandon",Shandon Fire,2017-05-07T16:41:00Z,2.93E-05
1019,12,2017,Riverside,2018-01-09T09:54:00Z,"Jameson Rd and Clay Canyon Dr., south of Corona",Jameson Fire,2017-04-30T19:43:00Z,2.93E-05
1020,12,2017,Merced,2018-01-09T10:05:00Z,"Interstate 5 near Taglio Road, Gustine",Taglio Fire,1969-12-31T16:00:00Z,2.93E-05
1021,11,2017,Sonoma,2018-01-09T12:15:00Z,"Independence Lane, 2 miles south of Geyserville",Independence Fire,2017-07-31T23:17:00Z,2.68E-05
1022,11,2017,Riverside,2018-01-09T11:16:00Z,"off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley",Lisa Fire,2017-07-02T13:04:00Z,2.68E-05
1023,10,2017,Tehama,2018-01-09T13:31:00Z,"off of Jelly Ferry Rd and I-5, north of Red Bluff",Freeway Fire,2017-10-08T12:15:00Z,2.44E-05
1024,10,2017,Mariposa,2018-01-09T13:23:00Z,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",Dexter Fire,2017-09-20T14:53:00Z,2.44E-05
1025,10,2017,Fresno,2018-01-09T13:19:00Z,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",Shaver Fire,2017-09-11T10:00:00Z,2.44E-05
1026,10,2017,Amador,2018-01-09T12:46:00Z,"Butte Mountain road, 3 miles east of Jackson",Sandra Fire,2017-08-28T17:06:00Z,2.44E-05
1027,10,2017,Los Angeles,2018-01-09T12:18:00Z,"off Hwy 39 & East Fork Ave, north of Azusa",Rincon Fire,2017-08-03T16:21:00Z,2.44E-05
1028,10,2017,Nevada,2018-01-09T12:03:00Z,"off of Grizzly Hill Rd & Turnagain Arm Rd, 8 miles northeast of Nevada City",Grizzly Fire,2017-07-21T16:50:00Z,2.44E-05
1029,10,2017,Shasta,2018-01-09T11:56:00Z,"Canyon Road and China Gulch, Happy Valley",North Fire,2017-07-15T18:10:00Z,2.44E-05
1030,10,2017,Riverside,2018-01-09T11:54:00Z,"West 7th Street and Park Avenue, Perris",Navajo Fire,2017-07-13T14:14:00Z,2.44E-05
1031,10,2017,Butte,2018-01-09T11:53:00Z,"Off Rebie way and Forbestown Rd, south east of Lake Oroville",Rebie Fire,2017-07-12T13:55:00Z,2.44E-05
1032,10,2017,Riverside,2018-01-09T11:41:00Z,"Bolo Court and David Mountain Road, south of Beaumont",Canyon Fire,2017-07-03T13:34:00Z,2.44E-05
1033,10,2017,Nevada,2018-01-09T11:16:00Z,off Brewer Road and Conestoga Drive in Alta Sierra,Brewer Fire,2017-07-02T12:41:00Z,2.44E-05
1034,10,2017,Riverside,2018-01-09T10:35:00Z,"Manzanita Park and Roadrunner Dr., near Beaumont",Lambs Fire,2017-06-18T12:28:00Z,2.44E-05
1035,10,2017,Riverside,2018-01-09T10:34:00Z,"off Gilman Springs Road, south of Hwy 60 in Gilman Springs",Springs Fire,2017-06-16T14:51:00Z,2.44E-05
1036,10,2017,Kern,2018-01-09T10:27:00Z,"Pine Mountain Rd., 10 miles NE of Bakersfield",Pine Fire,2017-06-05T14:02:00Z,2.44E-05
1037,10,2017,Riverside,2018-01-09T10:26:00Z,"Old Banning Idyllwild Road & Mount Edna Road, Banning",Shirleon Fire ,2017-06-04T16:48:00Z,2.44E-05
1038,10,2017,Yuba,2018-01-09T10:22:00Z,"off Hwy 20 and Escheman Ln, East of Brown",Twenty Fire,2017-05-29T15:31:00Z,2.44E-05
1039,10,2017,Kern,2018-01-09T10:17:00Z,10 miles West of Rosamond,Champagne Fire,2017-05-28T10:59:00Z,2.44E-05
1040,10,2017,Riverside,2018-01-09T10:08:00Z,Ironwood Avenue and Moreno Beach Drive,Moreno Fire,2017-05-23T13:13:00Z,2.44E-05
1041,10,2017,Monterey,2018-01-09T09:51:00Z,"Highway 101 & Front Street, north of Soledad ",Soledad Fire,2017-04-24T12:06:00Z,2.44E-05
1055,410203,2018,Colusa,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,1.000004876
1056,410203,2018,Glenn,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,1.000004876
1057,410203,2018,Lake,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,1.000004876
1058,410203,2018,Mendocino,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,1.000004876
1059,229651,2018,Shasta,2019-01-04T09:37:00Z,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",Carr Fire,2018-07-23T13:15:00Z,0.559849927
1060,229651,2018,Trinity,2019-01-04T09:37:00Z,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",Carr Fire,2018-07-23T13:15:00Z,0.559849927
1061,153336,2018,Butte,2018-11-25T08:00:00Z,Pulga Road at Camp Creek Road near Jarbo Gap,Camp Fire,2018-11-08T06:33:00Z,0.373806987
1062,96949,2018,Los Angeles,2019-01-04T08:42:00Z,"E Street and Alfa Road Rd, South of Simi Valley",Woolsey Fire,2018-11-08T14:24:00Z,0.236345109
1063,96949,2018,Ventura,2019-01-04T08:42:00Z,"E Street and Alfa Road Rd, South of Simi Valley",Woolsey Fire,2018-11-08T14:24:00Z,0.236345109
1064,96901,2018,Mariposa,2019-01-04T09:48:00Z,"Highway 140 and Hite Cove, near El Portal",Ferguson Fire,2018-07-13T21:36:00Z,0.236228093
1065,90288,2018,Napa,2019-01-04T09:57:00Z,east of Lake Berryessa,County Fire,2018-06-30T14:12:00Z,0.220106728
1066,90288,2018,Yolo,2019-01-04T09:57:00Z,east of Lake Berryessa,County Fire,2018-06-30T14:12:00Z,0.220106728
1067,63311,2018,Shasta,2019-01-04T09:07:00Z,"I-5 and Lamoine, 2 miles NW of Lakehead ",Delta Fire,2018-09-05T12:51:00Z,0.154341408
1068,63311,2018,Trinity,2019-01-04T09:07:00Z,"I-5 and Lamoine, 2 miles NW of Lakehead ",Delta Fire,2018-09-05T12:51:00Z,0.154341408
1069,48920,2018,Colusa,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",River Fire (Mendocino Complex),2018-07-27T13:01:00Z,0.119258607
1070,48920,2018,Lake,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",River Fire (Mendocino Complex),2018-07-27T13:01:00Z,0.119258607
1071,48920,2018,Mendocino,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",River Fire (Mendocino Complex),2018-07-27T13:01:00Z,0.119258607
1072,46150,2018,Shasta,2019-01-04T09:21:00Z,"off Gilman and Moore Creek Campground, east of Lakehead ",Hirz Fire,2018-08-09T01:55:00Z,0.11250582
1073,39387,2018,Modoc,2019-01-04T09:20:00Z,"Big Canyon, 10 miles SW of Canby",Stone Fire,2018-08-15T18:05:00Z,0.096018781
1074,38008,2018,Siskiyou,2019-01-04T09:55:00Z,"off Klamathon Road and Copco Road, south of Hornbrook",Klamathon Fire,2018-07-05T12:31:00Z,0.092657014
1075,36450,2018,Tuolumne,2019-01-04T09:26:00Z,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",Donnell Fire,2018-08-01T17:48:00Z,0.088858877
1076,23136,2018,Orange,2019-01-04T09:23:00Z,"Holy Jim Canyon, west of N. Main Divide",Holy Fire,2018-08-06T13:20:00Z,0.056401618
1077,18703,2018,Lassen,2019-01-04T09:32:00Z,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",Whaleback Fire,2018-07-27T13:32:00Z,0.045594721
1078,15185,2018,Lake,2019-01-04T10:01:00Z,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",Pawnee Fire,2018-06-23T17:21:00Z,0.037018437
1079,13139,2018,Riverside,2019-01-04T09:36:00Z,"off Highway 74 and Control Road, east of Hemet",Cranston Fire,2018-07-25T11:41:00Z,0.032030639
1080,12300,2018,San Joaquin,2019-01-04T09:58:00Z,"off North Waverly Road and North Shelton Road, east of Linden",Waverly Fire,2018-06-29T15:11:00Z,0.0299853
1081,6974,2018,Mono,2019-01-04T09:09:00Z,"Hwy 395 & Hwy 108, Sonora Junction",Boot Fire,2018-09-04T14:26:00Z,0.017001421
1082,4564,2018,Merced,2019-01-04T10:06:00Z,"off Doug Road and Bonner Road, north of the community of Planada",Planada Fire,2018-06-15T10:34:00Z,0.011126253
1083,4531,2018,Ventura,2019-01-04T08:43:00Z,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",Hill Fire,2018-11-08T14:03:00Z,0.011045804
1084,4500,2018,Solano,2019-01-04T08:57:00Z,"Branscombe Road south of Hwy 12, Suisun City",Branscombe Fire,2018-10-07T13:00:00Z,0.010970232
1085,4064,2018,Madera,2019-01-04T10:03:00Z,near the Lion Point area in the Ansel Adams Wilderness,Lions Fire,2018-06-11T12:00:00Z,0.009907338
1086,3889,2018,Tehama,2019-01-04T08:57:00Z,"Hwy 36 and Sunriver Road, east of Red Bluff",Sun Fire,2018-10-07T12:51:00Z,0.009480718
1087,3716,2018,Tehama,2019-01-04T10:02:00Z,Off Hwy 36 in Paynes Creek,Lane Fire,2018-06-23T11:38:00Z,0.009058974
1088,3674,2018,Humboldt,2019-01-04T09:17:00Z,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",Mill Creek 1 Fire,2018-08-16T09:18:00Z,0.008956585
1089,3380,2018,Los Angeles,2019-01-04T09:03:00Z,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",Charlie Fire,2018-09-22T14:30:00Z,0.008239863
1090,2995,2018,Kings,2019-01-04T09:23:00Z,"off Interstate 5 and Milham Rd, Kettleman Hills area",Five Fire,2018-08-06T17:29:00Z,0.007301299
1091,2956,2018,Tehama,2019-01-04T10:10:00Z,"Off Apple Rd & Paskenta Rd, west of Corning",Apple Fire,2018-06-09T14:10:00Z,0.007206223
1092,2950,2018,Kern,2019-01-04T09:26:00Z,"Breckenridge Rd & Comanche Dr, east of Bakersfield",Tarina Fire,2018-08-03T14:48:00Z,0.007191596
1093,2883,2018,Inyo,2019-01-04T09:54:00Z,"off Hogback and Whitney Portal Road, Alabama Hills",Georges Fire,2018-07-08T13:36:00Z,0.007028262
1094,2490,2018,Napa,2019-01-04T09:06:00Z,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",Snell Fire,2018-09-08T14:29:00Z,0.006070195
1095,2290,2018,Glenn,2019-01-04T10:09:00Z,"Hwy 162 and Forest Hwy 7, north of Elk Creek",Chrome Fire,2018-06-09T15:32:00Z,0.005582629
1096,2225,2018,Monterey,2019-01-04T09:23:00Z,"near Highway 46 and Turkey Flats, near Parkfield",Turkey Fire,2018-08-06T12:59:00Z,0.00542417
1097,2162,2018,Solano,2019-01-04T09:20:00Z,"Nelson Rd and Cherry Glen Rd, Vacaville",Nelson Fire,2018-08-10T16:57:00Z,0.005270587
1098,2100,2018,Modoc,2019-01-04T09:46:00Z,"County Rd 40/ County Rd1, South West of Eagleville",Eagle Fire,2018-07-13T22:03:00Z,0.005119441
1099,2070,2018,Inyo,2019-01-03T09:43:00Z,"Pleasant Valley Dam Road and Hwy 395, north of Bishop",Pleasant Fire,2018-02-18T14:12:00Z,0.005046307
1100,1900,2018,Shasta,2019-01-04T09:21:00Z,"Hwy 299 east and Fish Hatchery rd, northeast of Burney ",Hat Fire,2018-08-09T14:34:00Z,0.004631876
1101,1756,2018,Merced,2019-01-04T10:26:00Z,Interstate 5 and W Nees Ave. south of Los Banos ,Nees Fire,2018-05-02T16:00:00Z,0.004280828
1102,1751,2018,Trinity,2019-01-04T09:08:00Z,"Kerlin Creek, west of Hyampom",Kerlin Fire,2018-09-04T15:20:00Z,0.004268639
1103,1678,2018,Shasta,2019-01-04T10:01:00Z,"Clear Creek Rd & American Rd, west of Redding",Creek Fire,2018-06-24T12:29:00Z,0.004090677
1104,1500,2018,Solano,2019-01-04T08:47:00Z,"off Highway 12 and Nurse Blue Road, Suisun City",Nurse Fire,2018-11-08T13:28:00Z,0.003656744
1105,1500,2018,San Luis Obispo,2019-01-04T10:03:00Z,"E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation",Yankee Fire,2018-06-20T18:22:00Z,0.003656744
1106,1352,2018,Los Angeles,2019-01-04T10:15:00Z,"off Anthony Road and Hierba Road, North of Agua Dulce",Stone Fire,2018-06-04T12:40:00Z,0.003295945
1107,1350,2018,San Bernardino,2019-01-04T09:55:00Z,Valley of the Falls Dr & Service Road 1S08,Valley Fire,2018-07-06T13:29:00Z,0.00329107
1108,1314,2018,San Benito,2019-01-04T10:15:00Z,Coalinga and Airline Highway,Airline Fire,2018-06-04T17:01:00Z,0.003203308
1109,1265,2018,Inyo,2019-01-03T13:09:00Z,"Highway 395 and Moffat Ranch Road, north of Lone Pine",Moffat Fire,2018-04-19T10:28:00Z,0.003083854
1110,1261,2018,Riverside,2019-01-04T10:24:00Z,"off Rawson Road and Royal Netherlands Road, south of Winchester",Patterson Fire,2018-05-17T14:19:00Z,0.003074103
1111,1200,2018,Sutter,2019-01-04T09:28:00Z,"Pass Road and W Butte Road, 9 miles northwest of Yuba City ",Butte Fire,2018-07-31T17:34:00Z,0.002925395
1112,1120,2018,Placer,2019-01-04T09:10:00Z,"North Fork Campground, south of Emigrant Gap",North Fire,2018-09-03T16:38:00Z,0.002730369
1113,1014,2018,Santa Barbara,2019-01-04T09:16:00Z,off Highway 166 and Sierra Madre Road,Front Fire,2018-08-19T13:37:00Z,0.002471959
1114,993,2018,Kern,2019-01-04T09:32:00Z,"off Breckenridge Road and Tarina Ct, east of Bakersfield",Breckenridge Fire,2018-07-27T16:12:00Z,0.002420764
1115,972,2018,Mendocino,2019-01-04T09:29:00Z,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",Eel Fire,2018-07-31T15:28:00Z,0.00236957
1116,962,2018,Butte,2019-01-04T09:48:00Z,"Bidwell Park, Upper Park Rd, Chico",Stoney Fire,2018-07-12T22:45:00Z,0.002345192
1117,856,2018,Tehama,2019-01-04T09:52:00Z,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",Dale Fire,2018-07-09T18:30:00Z,0.002086782
1118,825,2018,Amador,2019-01-04T09:54:00Z,"off Irish Ridge Road and Carbondale Road, southeast of Plymouth",Irish Fire,2018-07-06T14:42:00Z,0.002011209
1119,822,2018,Yolo,2019-01-04T09:40:00Z,"off County Road 88 and County Road 29, north of Winters",Eighty Eight Fire,2018-07-18T14:24:00Z,0.002003896
